id,source_type,source_name,priority,status,origin,url,topic,source_query,card_path,summary_path,notes
distillers-grains-past-present-and-future-economic-analyses,paper,"Distillers' Grains: Past, Present, and Future Economic Analyses",,curated_added_2026-06-11,discovered,https://digitalcommons.unl.edu/dissertations/AAI28861372/,,distillers grains DDG corn ethanol economic analysis thesis,source_cards/papers/distillers-grains-past-present-and-future-economic-analyses.md,,
commodity-storage-and-the-market-effects-of-biofuel-policies,paper,Commodity Storage and the Market Effects of Biofuel Policies,,curated_added_2026-06-11,discovered,https://escholarship.org/uc/item/1zq1g0jd,,commodity storage market effects biofuel policies corn ethanol,source_cards/papers/commodity-storage-and-the-market-effects-of-biofuel-policies.md,,
simulating-corn-futures-market-reaction-and-prices-under-weekly-usda-crop-progress-and-condition-reports,paper,Simulating corn futures market reaction and prices under weekly USDA crop progress and condition reports,,curated_added_2026-06-11,discovered,https://onlinelibrary.wiley.com/doi/10.1002/aepp.13384,,simulating corn futures reaction weekly USDA crop progress condition reports,source_cards/papers/simulating-corn-futures-market-reaction-and-prices-under-weekly-usda-crop-progress-and-condition-reports.md,,
what-do-we-know-about-the-accuracy-and-impact-of-usda-reports-relevant-to-the-corn-market,paper,What Do We Know About the Accuracy and Impact of USDA Reports Relevant to the Corn Market?,,curated_added_2026-06-11,discovered,https://corn.org/wp-content/uploads/2022/06/USDA_Report_Accuracy_Impact_Study_Final_Report_6_8_22.pdf,,USDA report accuracy impact corn market study,source_cards/papers/what-do-we-know-about-the-accuracy-and-impact-of-usda-reports-relevant-to-the-corn-market.md,,
when-does-usda-information-have-the-most-impact-on-crop-and-livestock-markets,paper,When does USDA information have the most impact on crop and livestock markets?,,curated_added_2026-06-11,discovered,https://doi.org/10.1016/j.jcomm.2021.100195,,USDA information impact crop livestock markets report timing commodity markets,source_cards/papers/when-does-usda-information-have-the-most-impact-on-crop-and-livestock-markets.md,,
using-sentinel-2-data-to-predict-the-return-of-grain-futures-and-build-a-profitable-strategy,paper,Using Sentinel-2 data to predict the return of grain futures and build a profitable strategy,,curated_added_2026-06-11,discovered,https://philab.esa.int/using-sentinel-2-data-to-predict-the-return-of-grain-futures-and-build-a-profitable-strategy/,,Sentinel-2 grain futures returns strategy satellite data,source_cards/papers/using-sentinel-2-data-to-predict-the-return-of-grain-futures-and-build-a-profitable-strategy.md,,
corn-futures-trading-strategy-using-weather-forecast-archive,paper,Corn Futures Trading Strategy Using Weather Forecast Archive,,curated_added_2026-06-11,discovered,https://www.cropprophet.com/corn-futures-trading-strategy-using-weather-forecast-archive/,,corn futures trading weather forecast archive strategy,source_cards/papers/corn-futures-trading-strategy-using-weather-forecast-archive.md,,
PATENT001,patent,US11138677B2 - Machine learning in an online agricultural system,medium,seed,seed,https://patents.google.com/patent/US11138677B2,"Agricultural system with price model, weather, satellite and remote sensing.",US11138677B2 agricultural machine learning price weather satellite,source_cards/patents/patent001.md,,
PATENT002,patent,KR102765471B1 - Agricultural price prediction with satellite data,medium,seed,seed,https://patents.google.com/patent/KR102765471B1,Satellite-based agricultural price prediction.,KR102765471B1 crop price prediction satellite,source_cards/patents/patent002.md,,
PATENT003,patent,KR102634529B1 - Multi-stage time series agricultural price prediction,low_medium,seed,seed,https://patents.google.com/patent/KR102634529B1,Multi-stage time series prediction of agricultural prices.,KR102634529B1 agricultural price time series prediction,source_cards/patents/patent003.md,,
PATENT004,patent,CN115730980A - Commodity price prediction by multi-model fusion,medium,seed,seed,https://patents.google.com/patent/CN115730980A,Multi-model fusion for commodity price prediction.,CN115730980A commodity price prediction multi model fusion,source_cards/patents/patent004.md,,
PATENT005,patent,US7693801B2 - Forecasting commodity prices using capacity utilization,low_medium,seed,seed,https://patents.google.com/patent/US7693801B2,Commodity price forecasting with capacity and market tightness variables.,US7693801B2 forecast commodity prices capacity utilization,source_cards/patents/patent005.md,,
PATENT006,patent,WO2019224347A1 / US20210208307A1 - Field-level weather ML,low_medium,seed,seed,https://patents.google.com/patent/WO2019224347A1,Weather and field or sub-field machine learning.,WO2019224347A1 US20210208307A1 field weather machine learning agriculture,source_cards/patents/patent006.md,,
PATENT007,patent,"US9087312B1 - Drying, weather, moisture and storage costs",high,seed,seed,https://patents.google.com/patent/US9087312B1,"Weather, moisture, drying and storage cost modeling for agricultural commodities.",US9087312B1 grain drying weather moisture storage cost,source_cards/patents/patent007.md,,
PATENT008,patent,US7702597B2 / US20220067614A1 - Crop yield prediction,medium,seed,seed,https://patents.google.com/patent/US7702597B2,Crop yield prediction with weather and ML.,US7702597B2 US20220067614A1 crop yield prediction machine learning,source_cards/patents/patent008.md,,
PATENT009,patent,US11393029B2 / US11367152B2 - Futures margin modeling and seasonality,low_medium,seed,seed,https://patents.google.com/patent/US11393029B2,"Futures margin, volatility and seasonality modeling.",US11393029B2 futures margin volatility seasonality commodity,source_cards/patents/patent009.md,,
PATENT010,patent,AU2011202458B8 - Basis futures,high,seed,seed,https://patents.google.com/patent/AU2011202458B8,"Basis, hedging and local price versus futures.",AU2011202458B8 basis futures agricultural hedging,source_cards/patents/patent010.md,,
manual-google-patents-search-agricultural-commodity-price-prediction-machine-learning-patent,patent,Manual Google Patents search - agricultural commodity price prediction machine learning patent,,manual_search_required,discovered,https://patents.google.com/?q=(agricultural%20commodity%20price%20prediction%20machine%20learning%20patent),,agricultural commodity price prediction machine learning patent,source_cards/patents/manual-google-patents-search-agricultural-commodity-price-prediction-machine-learning-patent.md,,
manual-google-patents-search-crop-price-forecasting-satellite-patent,patent,Manual Google Patents search - crop price forecasting satellite patent,,manual_search_required,discovered,https://patents.google.com/?q=(crop%20price%20forecasting%20satellite%20patent),,crop price forecasting satellite patent,source_cards/patents/manual-google-patents-search-crop-price-forecasting-satellite-patent.md,,
manual-google-patents-search-futures-price-prediction-commodity-machine-learning-patent,patent,Manual Google Patents search - futures price prediction commodity machine learning patent,,manual_search_required,discovered,https://patents.google.com/?q=(futures%20price%20prediction%20commodity%20machine%20learning%20patent),,futures price prediction commodity machine learning patent,source_cards/patents/manual-google-patents-search-futures-price-prediction-commodity-machine-learning-patent.md,,
manual-google-patents-search-agricultural-futures-risk-management-patent,patent,Manual Google Patents search - agricultural futures risk management patent,,manual_search_required,discovered,https://patents.google.com/?q=(agricultural%20futures%20risk%20management%20patent),,agricultural futures risk management patent,source_cards/patents/manual-google-patents-search-agricultural-futures-risk-management-patent.md,,
manual-google-patents-search-basis-futures-agricultural-patent,patent,Manual Google Patents search - basis futures agricultural patent,,manual_search_required,discovered,https://patents.google.com/?q=(basis%20futures%20agricultural%20patent),,basis futures agricultural patent,source_cards/patents/manual-google-patents-search-basis-futures-agricultural-patent.md,,
manual-google-patents-search-grain-storage-drying-weather-price-patent,patent,Manual Google Patents search - grain storage drying weather price patent,,manual_search_required,discovered,https://patents.google.com/?q=(grain%20storage%20drying%20weather%20price%20patent),,grain storage drying weather price patent,source_cards/patents/manual-google-patents-search-grain-storage-drying-weather-price-patent.md,,
manual-google-patents-search-crop-yield-price-prediction-patent,patent,Manual Google Patents search - crop yield price prediction patent,,manual_search_required,discovered,https://patents.google.com/?q=(crop%20yield%20price%20prediction%20patent),,crop yield price prediction patent,source_cards/patents/manual-google-patents-search-crop-yield-price-prediction-patent.md,,
